Word	Year	Frequency	Overall Rank
biological	2001	1	314
brazilian	2001	1	1072
brca1	2001	1	808
brca2	2001	1	808
calculation	2001	1	446
carcinoma	2001	1	481
cardiac	2001	1	808
casecontrol	2001	1	36
caucasian	2001	1	418
cause	2001	1	566
causing	2001	1	1274
cell	2001	1	189
chromosomal	2001	1	608
classifying	2001	1	1274
cleft	2001	1	277
colon	2001	1	523
complete	2001	1	1274
component	2001	1	99
comprehensive	2001	1	608
computing	2001	1	920
consanguinity	2001	1	1562
control	2001	1	66
decision	2001	1	920
dependence	2001	1	920
detecting	2001	1	54
detection	2001	1	59
disturbance	2001	1	1562
dna	2001	1	71
enhances	2001	1	1562
environmental	2001	1	206
epidemiology	2001	1	231
excess	2001	1	719
exercise	2001	1	1274
factor	2001	1	35
familial	2001	1	59
familybased	2001	1	114
fatty	2001	1	608
fchl	2001	1	1274
fhs	2001	1	920
finescale	2001	1	652
finnish	2001	1	1562
free	2001	1	719
functional	2001	1	126
gene	2001	1	14
genotype	2001	1	22
genotyping	2001	1	206
group	2001	1	314
gxe	2001	1	652
heart	2001	1	71
hepatocellular	2001	1	1274
heritage	2001	1	1562
heterozygote	2001	1	1562
hierarchical	2001	1	206
hla	2001	1	256
homozygous	2001	1	1562
hypergen	2001	1	1072
identifies	2001	1	50
impact	2001	1	142
improved	2001	1	213
inbred	2001	1	1274
incomplete	2001	1	1072
incorporating	2001	1	183
index	2001	1	195
insulin	2001	1	345
integrating	2001	1	189
interest	2001	1	920
investigate	2001	1	418
investigation	2001	1	300
invited	2001	1	1072
involving	2001	1	1072
kidney	2001	1	523
location	2001	1	920
lod	2001	1	446
logistic	2001	1	189
magnitude	2001	1	1562
making	2001	1	1562
map	2001	1	369
marker	2001	1	54
maximum	2001	1	418
may	2001	1	652
mcmc	2001	1	719
metaanalysis	2001	1	75
missing	2001	1	151
modeling	2001	1	79
molecular	2001	1	345
multifactorial	2001	1	652
multipoint	2001	1	242
multivariate	2001	1	123
mutation	2001	1	121
nat2	2001	1	1562
neoplasia	2001	1	1072
new	2001	1	75
nhlbi	2001	1	608
nuclear	2001	1	345
nucleotide	2001	1	326
obesityrelated	2001	1	1562
one	2001	1	369
onset	2001	1	123
optimized	2001	1	1562
oral	2001	1	392
ovarian	2001	1	392
parameter	2001	1	446
patient	2001	1	102
prevalence	2001	1	652
problem	2001	1	523
rate	2001	1	195
related	2001	1	64
repair	2001	1	481
requirement	2001	1	1274
resampling	2001	1	1562
respiratory	2001	1	1274
rheumatoid	2001	1	242
role	2001	1	189
score	2001	1	20
screening	2001	1	256
sensitivity	2001	1	1274
sequential	2001	1	345
sharing	2001	1	199
sibpair	2001	1	300
sibship	2001	1	1274
sibships	2001	1	719
simulation	2001	1	171
single	2001	1	195
size	2001	1	145
small	2001	1	523
smoking	2001	1	126
space	2001	1	1072
statistical	2001	1	77
stochastic	2001	1	566
strategy	2001	1	111
structural	2001	1	523
survival	2001	1	159
tdt	2001	1	326
threshold	2001	1	652
training	2001	1	920
transmission	2001	1	231
variable	2001	1	137
variance	2001	1	151
variation	2001	1	40
versus	2001	1	418
virus	2001	1	481
without	2001	1	481
linkage	2002	30	3
association	2002	23	1
family	2002	18	9
haplotype	2002	17	25
gene	2002	15	14
locus	2002	15	13
cancer	2002	13	4
interaction	2002	13	5
effect	2002	12	8
candidate	2002	11	69
polymorphism	2002	11	28
complex	2002	10	17
chromosome	2002	9	50
familial	2002	9	59
marker	2002	9	54
scan	2002	9	59
snp	2002	9	16
trait	2002	9	6
design	2002	7	59
disease	2002	7	48
genomewide	2002	7	7
mapping	2002	7	29
multiple	2002	7	19
phenotype	2002	7	18
susceptibility	2002	7	32
test	2002	7	11
aggregation	2002	6	256
application	2002	6	24
comparison	2002	6	21
detect	2002	6	81
evidence	2002	6	66
linked	2002	6	218
power	2002	6	25
risk	2002	6	2
type	2002	6	33
disequilibrium	2002	5	77
geneenvironment	2002	5	40
genotype	2002	5	22
model	2002	5	22
population	2002	5	10
sample	2002	5	34
single	2002	5	195
statistical	2002	5	77
affected	2002	4	114
asthma	2002	4	151
casecontrol	2002	4	36
component	2002	4	99
diabetes	2002	4	42
dna	2002	4	71
estimation	2002	4	64
french	2002	4	256
genegene	2002	4	88
heterogeneity	2002	4	54
history	2002	4	242
human	2002	4	45
nucleotide	2002	4	326
onset	2002	4	123
pedigree	2002	4	36
presence	2002	4	114
prostate	2002	4	69
receptor	2002	4	256
sibpair	2002	4	300
simulation	2002	4	171
statistic	2002	4	59
two	2002	4	108
woman	2002	4	189
age	2002	3	88
alzheimer	2002	3	267
among	2002	3	159
case	2002	3	90
clinical	2002	3	145
combined	2002	3	189
covariate	2002	3	392
different	2002	3	159
efficient	2002	3	134
egea	2002	3	446
epidemiology	2002	3	231
estimate	2002	3	128
factor	2002	3	35
frequency	2002	3	199
influence	2002	3	159
isolated	2002	3	345
late	2002	3	566
level	2002	3	52
map	2002	3	369
qtl	2002	3	195
region	2002	3	73
regression	2002	3	31
relative	2002	3	189
search	2002	3	224
sharing	2002	3	199
size	2002	3	145
small	2002	3	523
strategy	2002	3	111
survival	2002	3	159
syndrome	2002	3	131
variance	2002	3	151
ace	2002	2	481
adjustment	2002	2	566
adult	2002	2	314
allelesharing	2002	2	1072
alternative	2002	2	287
analysis	2002	2	45
analyzing	2002	2	369
block	2002	2	808
blood	2002	2	105
breast	2002	2	38
cardiovascular	2002	2	256
child	2002	2	418
choice	2002	2	719
common	2002	2	83
context	2002	2	566
control	2002	2	66
decision	2002	2	920
detection	2002	2	59
determining	2002	2	1072
dietary	2002	2	1274
dimensionality	2002	2	300
discovery	2002	2	165
dutch	2002	2	719
exploring	2002	2	267
expression	2002	2	59
fine	2002	2	314
framework	2002	2	117
framingham	2002	2	300
genomic	2002	2	73
heart	2002	2	71
hla	2002	2	256
hypertension	2002	2	345
individual	2002	2	96
infection	2002	2	224
inference	2002	2	171
influencing	2002	2	300
interpretation	2002	2	719
likelihood	2002	2	165
localization	2002	2	481
longitudinal	2002	2	93
lung	2002	2	59
major	2002	2	213
measure	2002	2	165
metaanalysis	2002	2	75
microarray	2002	2	566
mixed	2002	2	171
multiplex	2002	2	418
multipoint	2002	2	242
multivariate	2002	2	123
mutation	2002	2	121
negative	2002	2	920
nonparametric	2002	2	300
obesity	2002	2	165
offspring	2002	2	523
physical	2002	2	808
powerful	2002	2	177
pressure	2002	2	159
procedure	2002	2	418
property	2002	2	608
related	2002	2	64
relation	2002	2	326
role	2002	2	189
screen	2002	2	481
select	2002	2	920
selection	2002	2	49
sequential	2002	2	345
set	2002	2	128
sibling	2002	2	300
smoking	2002	2	126
stage	2002	2	608
stroke	2002	2	920
subset	2002	2	392
tdt	2002	2	326
tightly	2002	2	1072
transmission	2002	2	231
use	2002	2	177
variable	2002	2	137
variation	2002	2	40
via	2002	2	165
abstract	2002	1	920
activity	2002	1	719
additional	2002	1	1072
adiponectin	2002	1	920
adjusted	2002	1	523
africa	2002	1	1072
african	2002	1	99
africanamerican	2002	1	523
agerelated	2002	1	808
aggressive	2002	1	920
alcohol	2002	1	345
alcoholism	2002	1	1072
algorithm	2002	1	137
allele	2002	1	119
allowing	2002	1	920
alzheimers	2002	1	151
american	2002	1	111
amish	2002	1	481
analytic	2002	1	719
anomaly	2002	1	1072
antibody	2002	1	1562
antonio	2002	1	920
apoe	2002	1	523
applied	2002	1	345
artery	2002	1	224
arthritis	2002	1	242
artificial	2002	1	1072
ascertained	2002	1	523
assessing	2002	1	267
assessment	2002	1	481
atopy	2002	1	719
autism	2002	1	267
bayes	2002	1	481
bayesian	2002	1	47
beta	2002	1	1274
bias	2002	1	142
bmi	2002	1	345
body	2002	1	218
bone	2002	1	566
calculation	2002	1	446
canadian	2002	1	1274
carcinoma	2002	1	481
carlo	2002	1	920
caseonly	2002	1	808
cell	2002	1	189
ceph	2002	1	1274
chain	2002	1	1072
characterization	2002	1	446
chd	2002	1	1274
class	2002	1	369
cluster	2002	1	326
clustering	2002	1	206
codon	2002	1	1274
coefficient	2002	1	808
colon	2002	1	523
colorectal	2002	1	126
combination	2002	1	523
combining	2002	1	242
complication	2002	1	1274
concentration	2002	1	719
confidence	2002	1	1072
confirmation	2002	1	808
continuous	2002	1	566
contribution	2002	1	267
coronary	2002	1	137
covariance	2002	1	1562
critical	2002	1	719
dataset	2002	1	1274
defining	2002	1	920
definition	2002	1	920
density	2002	1	267
derived	2002	1	446
detecting	2002	1	54
determinant	2002	1	446
determine	2002	1	1274
diabetic	2002	1	719
difference	2002	1	256
discrete	2002	1	1274
disentangling	2002	1	920
disorder	2002	1	96
dissection	2002	1	608
diversity	2002	1	1072
due	2002	1	719
dystrophy	2002	1	808
early	2002	1	345
earlyonset	2002	1	808
empirical	2002	1	392
encoding	2002	1	1274
endemic	2002	1	1274
endpoint	2002	1	1562
environment	2002	1	139
environmental	2002	1	206
enzyme	2002	1	566
epistasis	2002	1	151
epistatic	2002	1	369
equilibrium	2002	1	566
equivalence	2002	1	1562
equivalent	2002	1	1562
error	2002	1	134
erythematosus	2002	1	920
estimating	2002	1	134
estrogen	2002	1	920
european	2002	1	326
evaluating	2002	1	267
evaluation	2002	1	114
exact	2002	1	608
examination	2002	1	1072
example	2002	1	608
excess	2002	1	719
failure	2002	1	1072
familybased	2002	1	114
fat	2002	1	808
fchl	2002	1	1274
feature	2002	1	523
female	2002	1	1274
fetal	2002	1	369
forest	2002	1	177
found	2002	1	1562
function	2002	1	131
genetically	2002	1	523
genotypephenotype	2002	1	808
genotypic	2002	1	1072
genotyping	2002	1	206
group	2002	1	314
growth	2002	1	392
hardyweinberg	2002	1	523
hasemanelston	2002	1	719
head	2002	1	920
height	2002	1	808
hereditary	2002	1	481
heritability	2002	1	99
heritage	2002	1	1562
heterozygosity	2002	1	1072
hierarchical	2002	1	206
highorder	2002	1	1072
identified	2002	1	369
identifies	2002	1	50
identify	2002	1	81
identifying	2002	1	88
ige	2002	1	1562
implication	2002	1	314
important	2002	1	1274
imprinting	2002	1	369
inbreeding	2002	1	1274
increase	2002	1	481
index	2002	1	195
information	2002	1	108
inheritance	2002	1	418
inhibitor	2002	1	1562
insulin	2002	1	345
intake	2002	1	920
interacts	2002	1	1274
international	2002	1	808
juvenile	2002	1	1072
kidney	2002	1	523
large	2002	1	81
latent	2002	1	287
lateonset	2002	1	1274
ld	2002	1	300
leg	2002	1	1562
leprosy	2002	1	920
likelihoodbased	2002	1	808
lipid	2002	1	369
location	2002	1	920
logistic	2002	1	189
longterm	2002	1	1274
loss	2002	1	719
lupus	2002	1	719
lymphoproliferative	2002	1	1562
mantel	2002	1	920
markov	2002	1	719
mass	2002	1	224
mating	2002	1	481
mediated	2002	1	920
mellitus	2002	1	920
men	2002	1	326
meta	2002	1	159
metabolic	2002	1	151
mexican	2002	1	608
mhc	2002	1	920
middle	2002	1	808
midparent	2002	1	1274
mining	2002	1	523
missing	2002	1	151
modelbased	2002	1	652
modeling	2002	1	79
modelling	2002	1	277
molecular	2002	1	345
monte	2002	1	920
multifactor	2002	1	326
multifactorial	2002	1	652
multilocus	2002	1	277
myopia	2002	1	446
neck	2002	1	1072
neoplasia	2002	1	1072
network	2002	1	99
neural	2002	1	920
new	2002	1	75
nhlbi	2002	1	608
nonrandom	2002	1	920
normal	2002	1	719
npl	2002	1	1562
ocular	2002	1	920
old	2002	1	1274
optimal	2002	1	345
order	2002	1	523
ordinal	2002	1	1072
origin	2002	1	566
ovarian	2002	1	392
p53	2002	1	1562
pancreatic	2002	1	392
paradigm	2002	1	1072
parameter	2002	1	446
parent	2002	1	418
parentoforigin	2002	1	446
parkinson	2002	1	418
pathogenesis	2002	1	1562
pathway	2002	1	85
patient	2002	1	102
pattern	2002	1	206
pharmacogenetics	2002	1	1562
plasma	2002	1	213
pleiotropic	2002	1	300
polygenic	2002	1	43
pooled	2002	1	608
pooling	2002	1	1562
populationbased	2002	1	231
positive	2002	1	446
possible	2002	1	920
postmenopausal	2002	1	1072
potential	2002	1	314
ppl	2002	1	1562
predicting	2002	1	256
predisposing	2002	1	920
premature	2002	1	1274
prevalence	2002	1	652
prioritizing	2002	1	920
profile	2002	1	326
prognosis	2002	1	719
program	2002	1	523
promoter	2002	1	566
protein	2002	1	345
psoriasis	2002	1	1274
racial	2002	1	920
random	2002	1	139
rapid	2002	1	719
rare	2002	1	15
ratio	2002	1	277
reanalysis	2002	1	1072
recent	2002	1	808
recessive	2002	1	608
reducing	2002	1	1274
reduction	2002	1	218
reference	2002	1	326
regional	2002	1	608
registry	2002	1	719
repeat	2002	1	1562
research	2002	1	446
response	2002	1	177
revisited	2002	1	808
rheumatoid	2002	1	242
robust	2002	1	165
romp	2002	1	1562
san	2002	1	920
schizophrenia	2002	1	231
score	2002	1	20
screening	2002	1	256
segregation	2002	1	171
selected	2002	1	523
selecting	2002	1	920
semiparametric	2002	1	566
sequence	2002	1	96
several	2002	1	1274
simulated	2002	1	652
simultaneous	2002	1	920
singlelocus	2002	1	1274
sle	2002	1	808
source	2002	1	719
squamous	2002	1	1274
state	2002	1	608
stoppage	2002	1	1562
stratification	2002	1	151
stratified	2002	1	392
structure	2002	1	103
structured	2002	1	566
subgroup	2002	1	652
subtypes	2002	1	566
systemic	2002	1	808
technique	2002	1	808
three	2002	1	481
threshold	2002	1	652
tissue	2002	1	369
tnf	2002	1	1274
training	2002	1	920
transmissiondisequilibrium	2002	1	719
tree	2002	1	446
tumor	2002	1	523
twostage	2002	1	326
typed	2002	1	1274
unified	2002	1	608
utility	2002	1	920
validity	2002	1	1072
value	2002	1	300
variant	2002	1	12
vitamin	2002	1	652
west	2002	1	1274
withinfamily	2002	1	1562
young	2002	1	481
zero	2002	1	920
association	2003	26	1
linkage	2003	26	3
family	2003	15	9
trait	2003	14	6
haplotype	2003	13	25
cancer	2003	11	4
effect	2003	11	8
locus	2003	11	13
test	2003	11	11
scan	2003	10	59
comparison	2003	9	21
polymorphism	2003	9	28
snp	2003	9	16
casecontrol	2003	8	36
genomewide	2003	8	7
genotype	2003	8	22
susceptibility	2003	8	32
breast	2003	7	38
complex	2003	7	17
interaction	2003	7	5
phenotype	2003	7	18
chromosome	2003	6	50
gene	2003	6	14
mapping	2003	6	29
modeling	2003	6	79
risk	2003	6	2
affected	2003	5	114
allele	2003	5	119
design	2003	5	59
estimation	2003	5	64
familial	2003	5	59
pedigree	2003	5	36
population	2003	5	10
power	2003	5	25
region	2003	5	73
regression	2003	5	31
sample	2003	5	34
aggregation	2003	4	256
bias	2003	4	142
combined	2003	4	189
coronary	2003	4	137
disease	2003	4	48
disequilibrium	2003	4	77
evidence	2003	4	66
geneenvironment	2003	4	40
heritability	2003	4	99
heterogeneity	2003	4	54
level	2003	4	52
longitudinal	2003	4	93
marker	2003	4	54
model	2003	4	22
offspring	2003	4	523
one	2003	4	369
prostate	2003	4	69
strategy	2003	4	111
analysis	2003	3	45
application	2003	3	24
approach	2003	3	108
artery	2003	3	224
ascertainment	2003	3	287
candidate	2003	3	69
clustering	2003	3	206
detect	2003	3	81
dna	2003	3	71
french	2003	3	256
function	2003	3	131
genomic	2003	3	73
identification	2003	3	93
inheritance	2003	3	418
ld	2003	3	300
metaanalysis	2003	3	75
multivariate	2003	3	123
mutation	2003	3	121
nuclear	2003	3	345
parental	2003	3	392
qtl	2003	3	195
recombination	2003	3	566
related	2003	3	64
score	2003	3	20
selection	2003	3	49
sharing	2003	3	199
transmission	2003	3	231
two	2003	3	108
american	2003	2	111
among	2003	2	159
beaver	2003	2	1072
bmi	2003	2	345
brca12	2003	2	1072
carrier	2003	2	446
cdkn2a	2003	2	808
cohort	2003	2	93
component	2003	2	99
covariates	2003	2	256
dam	2003	2	1072
detecting	2003	2	54
detection	2003	2	59
different	2003	2	159
distribution	2003	2	242
efficiency	2003	2	481
egea	2003	2	446
error	2003	2	134
estimate	2003	2	128
estimating	2003	2	134
experience	2003	2	920
eye	2003	2	446
factor	2003	2	35
finescale	2003	2	652
frequency	2003	2	199
genegene	2003	2	88
growth	2003	2	392
heart	2003	2	71
hiv1	2003	2	1072
human	2003	2	45
ibd	2003	2	446
incomplete	2003	2	1072
inference	2003	2	171
influence	2003	2	159
joint	2003	2	105
large	2003	2	81
mexican	2003	2	608
microarray	2003	2	566
midparent	2003	2	1274
mining	2003	2	523
missing	2003	2	151
multiple	2003	2	19
myopia	2003	2	446
new	2003	2	75
outcome	2003	2	177
pair	2003	2	151
patient	2003	2	102
penetrance	2003	2	418
premature	2003	2	1274
presence	2003	2	114
pressure	2003	2	159
property	2003	2	608
relation	2003	2	326
relative	2003	2	189
schizophrenia	2003	2	231
sclerosis	2003	2	369
segregation	2003	2	171
selected	2003	2	523
sequential	2003	2	345
serum	2003	2	277
sibling	2003	2	300
size	2003	2	145
smoking	2003	2	126
statistic	2003	2	59
statistical	2003	2	77
strong	2003	2	369
structure	2003	2	103
subset	2003	2	392
type	2003	2	33
variance	2003	2	151
variation	2003	2	40
via	2003	2	165
6q	2003	1	1562
7q	2003	1	1562
adaptive	2003	1	345
adiposity	2003	1	418
admixed	2003	1	287
adult	2003	1	314
age	2003	1	88
agerelated	2003	1	808
algorithm	2003	1	137
allergic	2003	1	920
alzheimers	2003	1	151
analyzing	2003	1	369
andor	2003	1	1072
antigen	2003	1	920
apnea	2003	1	1274
architecture	2003	1	199
ascertained	2003	1	523
ass	2003	1	418
asthma	2003	1	151
asymptotic	2003	1	1562
atopy	2003	1	719
attributable	2003	1	1562
atypical	2003	1	1562
automated	2003	1	719
bayesian	2003	1	47
better	2003	1	1274
binary	2003	1	224
birth	2003	1	277
block	2003	1	808
blood	2003	1	105
bone	2003	1	566
calcium	2003	1	1274
calculation	2003	1	446
cardiovascular	2003	1	256
care	2003	1	1562
carotid	2003	1	719
cataract	2003	1	1562
causal	2003	1	85
causality	2003	1	1562
caused	2003	1	1274
challenge	2003	1	314
chinese	2003	1	481
choice	2003	1	719
cholesterol	2003	1	481
cigarette	2003	1	1072
clinical	2003	1	145
colorectal	2003	1	126
complement	2003	1	1274
conclusion	2003	1	652
conditioning	2003	1	1562
confirmation	2003	1	808
continuous	2003	1	566
contribution	2003	1	267
control	2003	1	66
correct	2003	1	920
correlation	2003	1	142
cortical	2003	1	1274
covariate	2003	1	392
damage	2003	1	1274
death	2003	1	920
decision	2003	1	920
defined	2003	1	1562
definition	2003	1	920
density	2003	1	267
development	2003	1	183
difference	2003	1	256
dissection	2003	1	608
diversity	2003	1	1072
dutch	2003	1	719
dyslexia	2003	1	1274
em	2003	1	1562
empirical	2003	1	392
endometriosis	2003	1	920
ensemble	2003	1	719
enzyme	2003	1	566
epistatic	2003	1	369
evaluation	2003	1	114
example	2003	1	608
expression	2003	1	59
extent	2003	1	1072
familybased	2003	1	114
female	2003	1	1274
fetal	2003	1	369
fhs	2003	1	920
find	2003	1	1274
finding	2003	1	608
first	2003	1	652
followup	2003	1	566
forest	2003	1	177
four	2003	1	719
framingham	2003	1	300
frenchcanadian	2003	1	1274
functional	2003	1	126
genealogical	2003	1	1562
genedisease	2003	1	1562
general	2003	1	256
genotyping	2003	1	206
german	2003	1	920
germline	2003	1	300
gibbs	2003	1	808
graphical	2003	1	523
hazard	2003	1	1562
hepatic	2003	1	920
history	2003	1	242
hormone	2003	1	920
hypertension	2003	1	345
identifies	2003	1	50
identifying	2003	1	88
igf	2003	1	1562
ii	2003	1	920
implication	2003	1	314
imprinting	2003	1	369
improved	2003	1	213
inclusion	2003	1	1274
incorporating	2003	1	183
increase	2003	1	481
independent	2003	1	418
index	2003	1	195
infarction	2003	1	920
infer	2003	1	1274
inferred	2003	1	1072
influencing	2003	1	300
information	2003	1	108
informative	2003	1	481
insulin	2003	1	345
integrated	2003	1	418
intermediate	2003	1	808
interplay	2003	1	1562
intimamedia	2003	1	1072
investigation	2003	1	300
kidney	2003	1	523
late	2003	1	566
leprosy	2003	1	920
leptin	2003	1	1274
likelihood	2003	1	165
linked	2003	1	218
lipase	2003	1	920
liver	2003	1	481
load	2003	1	1562
location	2003	1	920
logistic	2003	1	189
loss	2003	1	719
louisiana	2003	1	1072
lung	2003	1	59
lupus	2003	1	719
lymphoproliferative	2003	1	1562
many	2003	1	1072
marginal	2003	1	920
mathematical	2003	1	1562
maximum	2003	1	418
mc1r	2003	1	1072
mcmc	2003	1	719
measurement	2003	1	392
medical	2003	1	608
melanomaprone	2003	1	1072
member	2003	1	1274
mexicanamerican	2003	1	1274
middle	2003	1	808
mineral	2003	1	1072
minimum	2003	1	1274
mixed	2003	1	171
multifactorial	2003	1	652
multipoint	2003	1	242
myocardial	2003	1	808
necessary	2003	1	1562
nevus	2003	1	1072
nucleotide	2003	1	326
obesity	2003	1	165
obesityrelated	2003	1	1562
onset	2003	1	123
optimal	2003	1	345
ordered	2003	1	808
ordinal	2003	1	1072
osteoporosis	2003	1	808
parent	2003	1	418
pattern	2003	1	206
perspective	2003	1	1562
phase	2003	1	608
phenotypic	2003	1	418
plasma	2003	1	213
polygenic	2003	1	43
polyp	2003	1	1274
pooled	2003	1	608
powerful	2003	1	177
predicts	2003	1	920
prevalence	2003	1	652
procedure	2003	1	418
project	2003	1	369
prospective	2003	1	523
qualitative	2003	1	719
quantification	2003	1	1072
quebec	2003	1	920
race	2003	1	1562
racial	2003	1	920
random	2003	1	139
ranking	2003	1	920
rate	2003	1	195
ratio	2003	1	277
reanalysis	2003	1	1072
receptor	2003	1	256
regulator	2003	1	808
relationship	2003	1	151
repair	2003	1	481
reproductive	2003	1	719
resampling	2003	1	1562
resistance	2003	1	523
resource	2003	1	523
